products.id,products.title,products.description,products.category,products.price,products.discountPercentage,products.rating,products.stock,products.tags,products.brand,products.sku,products.weight,products.dimensions.width,products.dimensions.height,products.dimensions.depth,products.warrantyInformation,products.shippingInformation,products.availabilityStatus,products.reviews,products.returnPolicy,products.minimumOrderQuantity,products.meta.createdAt,products.meta.updatedAt,products.meta.barcode,products.meta.qrCode,products.images,products.thumbnail
106,Apple Watch Series 4 Gold,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.",mobile-accessories,349.99,12.02,2.74,33,[List],Apple,B09CT26LGZ,6,27.69,28.03,7.11,6 months warranty,Ships in 1 month,In Stock,[List],No return policy,3,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,3.92125E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp
107,Beats Flex Wireless Earphones,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use.",mobile-accessories,49.99,5.73,4.24,50,[List],Beats,B091Q9J9QL,8,17.86,25.74,23.09,1 year warranty,Ships in 1-2 business days,In Stock,[List],7 days return policy,17,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,1.74127E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/thumbnail.webp
108,iPhone 12 Silicone Case with MagSafe Plum,The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.,mobile-accessories,29.99,13.85,3.62,69,[List],Apple,B09K3LRR2T,7,12.49,11.29,23.52,3 months warranty,Ships in 3-5 business days,In Stock,[List],90 days return policy,4,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,8.15684E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/thumbnail.webp
109,Monopod,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",mobile-accessories,19.99,8.58,4.43,48,[List],TechGear,B08YZ2ZXT7,10,8.8,12.93,21.1,1 year warranty,Ships in 1-2 business days,In Stock,[List],60 days return policy,30,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,2.91535E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp
110,Selfie Lamp with iPhone,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.,mobile-accessories,14.99,19.4,3.55,58,[List],GadgetMaster,B0822V61TT,10,5.26,13.84,22.83,Lifetime warranty,Ships in 2 weeks,In Stock,[List],60 days return policy,22,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,4.37278E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp
111,Selfie Stick Monopod,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.,mobile-accessories,12.99,19.12,3.88,11,[List],SnapTech,B09NQ4NM75,2,24.76,26.38,21.39,3 year warranty,Ships in 1-2 business days,In Stock,[List],30 days return policy,8,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,7.06398E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/thumbnail.webp
112,TV Studio Camera Pedestal,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.,mobile-accessories,499.99,8.31,2.78,15,[List],ProVision,B0983FSRFS,4,29.84,11.01,6.81,3 months warranty,Ships in 1-2 business days,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,1.48878E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp
113,Generic Motorcycle,"The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.",motorcycle,3999.99,12.1,4.91,34,[List],Generic Motors,B09HMVWDN3,8,26.23,14.04,17.87,1 year warranty,Ships in 2 weeks,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,2.30412E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/thumbnail.webp
114,Kawasaki Z800,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",motorcycle,8999.99,9.77,3.98,52,[List],Kawasaki,B07R41RZV7,9,18.3,18.27,16.06,Lifetime warranty,Ships in 3-5 business days,In Stock,[List],90 days return policy,1,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,7.32087E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/thumbnail.webp
115,MotoGP CI.H1,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,motorcycle,14999.99,6.92,2.97,10,[List],MotoGP,B09HMTKV2L,1,19.33,17.31,12.05,1 month warranty,Ships in 3-5 business days,In Stock,[List],30 days return policy,1,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,1.63518E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/thumbnail.webp
116,Scooter Motorcycle,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,motorcycle,2999.99,6.27,2.53,84,[List],ScootMaster,B07H7DZXJ5,7,27.31,19.34,26.72,5 year warranty,Ships overnight,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.59521E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/thumbnail.webp
117,Sportbike Motorcycle,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",motorcycle,7499.99,11.58,3.94,0,[List],SpeedMaster,B07R5X3499,10,22.5,22.74,8.38,5 year warranty,Ships in 2 weeks,Out of Stock,[List],30 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.45132E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/thumbnail.webp
118,Attitude Super Leaves Hand Soap,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",skin-care,8.99,18.49,3.19,94,[List],Attitude,B0822TDMYH,1,14.05,8.3,16.62,6 months warranty,Ships overnight,In Stock,[List],60 days return policy,41,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,3.56605E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/thumbnail.webp
119,Olay Ultra Moisture Shea Butter Body Wash,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,skin-care,12.99,16.39,4.51,34,[List],Olay,B099S7RDLZ,4,25.23,28.33,11.89,1 year warranty,Ships in 1-2 business days,In Stock,[List],30 days return policy,33,2025-04-30T05:41:02.0530000,2025-04-30T05:41:02.0530000,6.53266E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp
120,Vaseline Men Body and Face Lotion,Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,skin-care,9.99,13.39,3.16,95,[List],Vaseline,B09RKBYVXN,4,21.83,17.38,24.76,Lifetime warranty,Ships overnight,In Stock,[List],90 days return policy,9,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.48321E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp
121,iPhone 5s,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",smartphones,199.99,12.91,2.83,25,[List],Apple,B08B3YPXKZ,2,5.29,18.38,17.72,Lifetime warranty,Ships in 1 month,In Stock,[List],60 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.81468E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/thumbnail.webp
122,iPhone 6,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",smartphones,299.99,6.69,3.41,60,[List],Apple,B0893DJ4TN,7,11,9.1,9.67,1 month warranty,Ships overnight,In Stock,[List],7 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.92236E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/iphone-6/thumbnail.webp
123,iPhone 13 Pro,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",smartphones,1099.99,9.37,4.12,56,[List],Apple,B091SV9XW1,8,12.63,5.28,14.29,3 year warranty,Ships in 2 weeks,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.99844E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/thumbnail.webp
124,iPhone X,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",smartphones,899.99,19.59,2.51,37,[List],Apple,B08TZNX8NY,1,21.88,24.19,14.19,3 months warranty,Ships in 3-5 business days,In Stock,[List],7 days return policy,2,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.03495E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/iphone-x/thumbnail.webp
125,Oppo A57,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",smartphones,249.99,2.43,3.94,19,[List],Oppo,B09RKDPHFP,5,7.2,10.74,23.68,Lifetime warranty,Ships in 3-5 business days,In Stock,[List],90 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.51224E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/thumbnail.webp
126,Oppo F19 Pro Plus,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,smartphones,399.99,18.64,3.51,78,[List],Oppo,B0894X8979,6,6.78,25.17,8.4,3 year warranty,Ships in 1 week,In Stock,[List],90 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.57689E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/thumbnail.webp
127,Oppo K1,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.",smartphones,299.99,18.29,4.25,55,[List],Oppo,B09RKFS78Y,5,13.89,10.63,16.6,1 month warranty,Ships in 1-2 business days,In Stock,[List],30 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.10683E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/thumbnail.webp
128,Realme C35,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,smartphones,149.99,15.3,4.2,48,[List],Realme,B08PCSJ2M6,2,25.28,8.14,29.53,3 year warranty,Ships overnight,In Stock,[List],90 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.82584E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/realme-c35/thumbnail.webp
129,Realme X,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,smartphones,299.99,6.95,3.7,12,[List],Realme,B082W7MZVQ,4,25.59,21.42,12.75,1 month warranty,Ships in 3-5 business days,In Stock,[List],No return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.94845E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp
130,Realme XT,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",smartphones,349.99,11.51,4.58,80,[List],Realme,B09RP8WLNY,3,24.98,26.73,6.5,3 year warranty,Ships in 1 month,In Stock,[List],60 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.15182E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp
131,Samsung Galaxy S7,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",smartphones,299.99,19.55,3.3,67,[List],Samsung,B0922SFWK1,10,13.55,24.24,5.63,3 months warranty,Ships in 3-5 business days,In Stock,[List],No return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.55791E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/thumbnail.webp
132,Samsung Galaxy S8,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",smartphones,499.99,19.45,4.4,0,[List],Samsung,B09QJ4J6KJ,6,23.05,26.88,15.73,2 year warranty,Ships in 1 week,Out of Stock,[List],No return policy,4,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.9955E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp
133,Samsung Galaxy S10,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",smartphones,699.99,5.59,3.06,19,[List],Samsung,B09SDXFFQ1,9,27.41,15.26,27.02,No warranty,Ships in 2 weeks,In Stock,[List],30 days return policy,2,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.6769E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp
134,Vivo S1,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",smartphones,249.99,10.17,3.5,50,[List],Vivo,B09TZVXQ1J,4,14.06,11.79,6.78,6 months warranty,Ships in 3-5 business days,In Stock,[List],7 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.5757E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/thumbnail.webp
135,Vivo V9,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",smartphones,299.99,17.67,3.6,82,[List],Vivo,B09RK61TZX,4,19.85,21.83,13.04,2 year warranty,Ships in 1 month,In Stock,[List],60 days return policy,2,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.2954E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp
136,Vivo X21,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",smartphones,499.99,17.41,4.26,7,[List],Vivo,B09KXSVTDB,10,22.49,21.62,27.88,1 year warranty,Ships in 1-2 business days,In Stock,[List],60 days return policy,3,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.94431E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp
137,American Football,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",sports-accessories,19.99,4.93,4.91,53,[List],null,B0928XJX1F,2,6.88,5.82,21.96,6 months warranty,Ships in 1 month,In Stock,[List],90 days return policy,1,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.84312E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/american-football/thumbnail.webp
138,Baseball Ball,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.",sports-accessories,8.99,1.71,2.57,100,[List],null,B077MM3LFJ,5,14.42,22.65,15.89,6 months warranty,Ships in 1 week,In Stock,[List],30 days return policy,11,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,8.98118E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/thumbnail.webp
139,Baseball Glove,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",sports-accessories,24.99,2.9,3.96,22,[List],null,B091Q7G4PC,1,23.84,11.12,5.85,Lifetime warranty,Ships in 2 weeks,In Stock,[List],90 days return policy,8,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.60743E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/thumbnail.webp
140,Basketball,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.",sports-accessories,14.99,7.44,4.66,75,[List],null,B09LD3PMBT,7,27.86,10.64,18.75,1 year warranty,Ships in 1 week,In Stock,[List],90 days return policy,11,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,3.21972E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/basketball/thumbnail.webp
141,Basketball Rim,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.,sports-accessories,39.99,7.74,4.6,43,[List],null,B09RPJD74Z,1,15.83,20.87,7.27,3 months warranty,Ships overnight,In Stock,[List],No return policy,9,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.91617E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/thumbnail.webp
142,Cricket Ball,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.",sports-accessories,12.99,8.63,3.53,30,[List],null,B0894WV6S6,7,28.51,20.77,17.66,3 year warranty,Ships in 3-5 business days,In Stock,[List],7 days return policy,11,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,27512125380,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/thumbnail.webp
143,Cricket Bat,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.,sports-accessories,29.99,3.29,3.17,98,[List],null,B09KXQ3NHZ,10,27.44,23.65,16.62,1 year warranty,Ships in 1-2 business days,In Stock,[List],No return policy,16,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.22522E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/thumbnail.webp
144,Cricket Helmet,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.",sports-accessories,44.99,9.64,4.69,10,[List],null,B098731927,10,6.34,6.25,21.68,Lifetime warranty,Ships overnight,In Stock,[List],60 days return policy,4,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.19274E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/thumbnail.webp
145,Cricket Wicket,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.",sports-accessories,29.99,16.93,4.73,25,[List],null,B08N4QTQHW,5,15.99,15.23,22.81,3 months warranty,Ships overnight,In Stock,[List],No return policy,20,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,9.51447E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/thumbnail.webp
146,Feather Shuttlecock,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.",sports-accessories,5.99,2.95,2.85,95,[List],null,B08L92SN2W,4,19.63,23.73,18.56,3 year warranty,Ships in 1-2 business days,In Stock,[List],60 days return policy,30,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.36033E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/thumbnail.webp
147,Football,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.",sports-accessories,17.99,5.15,3.28,96,[List],null,B078NTPQHT,1,28.93,23.01,11.71,Lifetime warranty,Ships overnight,In Stock,[List],7 days return policy,27,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.60531E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/football/thumbnail.webp
148,Golf Ball,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.",sports-accessories,9.99,17.37,4.3,84,[List],null,B08YZ2W99X,3,24.89,23.39,12.47,1 year warranty,Ships in 3-5 business days,In Stock,[List],No return policy,40,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.94012E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/thumbnail.webp
149,Iron Golf,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",sports-accessories,49.99,6.53,4.41,90,[List],null,B09KXSQ73F,2,10.15,19.55,5.91,3 months warranty,Ships in 2 weeks,In Stock,[List],7 days return policy,8,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,4.19606E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp
150,Metal Baseball Bat,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,sports-accessories,29.99,19.51,4.66,16,[List],null,B09B3GS5CM,7,28.43,14.3,7.36,3 year warranty,Ships in 1 week,In Stock,[List],60 days return policy,9,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,7.29639E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/thumbnail.webp
151,Tennis Ball,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,sports-accessories,6.99,11.76,4.06,28,[List],null,B0986XYFFP,3,8.04,20.35,12.24,5 year warranty,Ships in 1 week,In Stock,[List],7 days return policy,6,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,2.79313E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/thumbnail.webp
152,Tennis Racket,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",sports-accessories,49.99,19.61,4.03,6,[List],null,B0986XXHX7,7,17.7,16.38,18.74,5 year warranty,Ships overnight,Low Stock,[List],7 days return policy,5,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.6115E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp
153,Volleyball,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",sports-accessories,11.99,12.25,3.84,0,[List],null,B08XNJ19QH,3,17.01,20.05,9.94,1 week warranty,Ships in 1 week,Out of Stock,[List],90 days return policy,44,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.34858E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp
154,Black Sun Glasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",sunglasses,29.99,4.94,4.41,60,[List],Fashion Shades,B071VG5FH4,1,18.51,15.69,10.11,No warranty,Ships in 1-2 business days,In Stock,[List],7 days return policy,17,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,1.04503E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp
155,Classic Sun Glasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,sunglasses,24.99,4.94,3.86,1,[List],Fashion Shades,B099NP42BF,8,19.87,16.73,11.07,6 months warranty,Ships in 1 month,Low Stock,[List],90 days return policy,18,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,5.77126E+12,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp
156,Green and Black Glasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",sunglasses,34.99,1.01,4.55,24,[List],Fashion Shades,B09NQ44RNV,7,26.13,9.8,25.94,1 year warranty,Ships overnight,In Stock,[List],30 days return policy,15,2025-04-30T05:41:02.0540000,2025-04-30T05:41:02.0540000,6.35466E+11,https://cdn.dummyjson.com/public/qr-code.png,[List],https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp
