product_line,subcategory,sub_category_1,sub_category_2,product,uin
Home Appliances,Microwaves,Countertop,Compact,Quick Heat Microwave,B08BK4X8YL
Home Appliances,Air Conditioners,Split,Inverter,Cooling AC,B099FBQJHH
Furniture & Home Décor,Sofas,Sectional,Fabric,Modular Sofa,B09B2FKMMP
Furniture & Home Décor,Beds,King Size,Wooden,Platform Bed,B089B1FG4X
Furniture & Home Décor,Tables,Coffee Table,Glass Top,Modern Table,B07H7CNFSG
Furniture & Home Décor,Wall Art,Canvas Print,Abstract,Abstract Painting,B08BJPJB65
Personal Care & Beauty,Cosmetics,Lipstick,Matte,Long-Last Lipstick,B09RKDWZYC
Personal Care & Beauty,Skincare,Moisturizer,SPF,Daily Moisturizer,B09BQF612S
Personal Care & Beauty,Haircare,Shampoo,Volumizing,Volumizing Shampoo,B08B3Y5NRM
Personal Care & Beauty,Grooming,Razor,Electric,Electric Razor,B099NQ9RLJ
Health & Wellness,Vitamins,Multivitamin,Gummy,Adult Gummy Vitamins,B082W6RDZG
Health & Wellness,Supplements,Protein Powder,Whey,Chocolate Protein,B08V1155GY
Health & Wellness,Fitness Gear,Dumbbells,Adjustable,Home Dumbbells,B09K3QSXVJ
Health & Wellness,Medical Devices,Thermometer,Digital,Fast-Read Thermometer,B08N1CBW4L
Toys & Games,Board Games,Strategy,Family,Classic Board Game,B07FVR17HM
Toys & Games,Educational Toys,STEM,Robotics,Coding Robot,B09KXQMF2R
Toys & Games,Action Figures,Superhero,Collectible,Limited Edition Figure,B08HK4WHNK
Toys & Games,Puzzles,Jigsaw,1000-Piece,Landscape Puzzle,B099NPQRQV
Books & Stationery,Novels,Fiction,Bestseller,Mystery Novel,B099NMSJMX
Books & Stationery,Notebooks,Journal,Lined,Leather Journal,B07SXRRXXJ
Books & Stationery,Office Supplies,Pens,Gel,Smooth Gel Pen,B099NPK5DS
Books & Stationery,Calendars,Wall,Monthly,Planner Calendar,B083SML1G7
Sports & Outdoor Gear,Gym Equipment,Treadmill,Foldable,Home Treadmill,B08YYSPMPN
Sports & Outdoor Gear,Bicycles,Mountain,Trail,Off-Road Bike,B094FM63BQ
Sports & Outdoor Gear,Camping Gear,Tent,4-Person,Family Tent,B09X1VTR39
Sports & Outdoor Gear,Outdoor Games,Badminton,Set,Complete Badminton Set,B0793S7D88
Baby & Kids Products,Diapers,Disposable,Overnight,Ultra Absorbent,B08MXBN387
Baby & Kids Products,Baby Food,Organic,Puree,Fruit Puree,B08TH684BJ
Baby & Kids Products,Strollers,Travel,Lightweight,Compact Stroller,B0743FDQ6T
Baby & Kids Products,Toys,Rattles,Soft,Baby Rattle,B0743F98CD
Pet Supplies,Pet Food,Dry,Grain-Free,Healthy Kibble,B094FLP3GT
Pet Supplies,Grooming Products,Brush,Shedding,Deshedding Brush,B07VT4MWJR
Pet Supplies,Toys,Chew,Durable,Rubber Chew Toy,B07T5421QP
Pet Supplies,Accessories,Collar,LED,Glow Collar,B0922RQ7LY
Automotive Accessories,Car Care,Wax,Polish,Car Polish Wax,B09BQL7JPR
Automotive Accessories,Batteries,Car Battery,Maintenance-Free,Long-Life Battery,B06Y5CCJ89
Automotive Accessories,Electronics,Dash Cam,HD,Front Dash Cam,B0965L3HCV
Automotive Accessories,Lubricants,Engine Oil,Synthetic,High-Performance Oil,B09SDXLD4C
Jewelry & Accessories,Watches,Smartwatch,Sport,Fitness Smartwatch,B08BJNCWH8
Jewelry & Accessories,Earrings,Stud,Diamond,Diamond Studs,B08ZJ44BFN
Jewelry & Accessories,Handbags,Tote,Leather,Designer Tote,B09PD63F81
Jewelry & Accessories,Belts,Dress,Genuine Leather,Formal Belt,B097ZZKJLB
Tools & Hardware,Power Tools,Drill,Cordless,Electric Drill,B08B3YMPWW
Tools & Hardware,Hand Tools,Screwdriver,Set,Multi-bit Set,B091GMQCGK
Tools & Hardware,Gardening Tools,Pruner,Bypass,Garden Pruner,B08B3Z5LXW
Tools & Hardware,Hardware Sets,Toolbox,Complete,50-Piece Set,B09K3WL939
Kitchenware & Dining,Cookware,Non-Stick Pan,Skillet,Ceramic Skillet,B09266WRKR
Kitchenware & Dining,Utensils,Spatula,Silicone,Heat-Resistant Spatula,B099NSJG7Z
Kitchenware & Dining,Storage,Containers,Airtight,Food Storage Set,B09VC5QDGQ
Kitchenware & Dining,Dining Sets,Dinnerware,Porcelain,12-Piece Set,B07SRJCQHY
Cleaning & Household Supplies,Detergents,Laundry,Eco-Friendly,Green Detergent,B08W26LH14
Cleaning & Household Supplies,Disinfectants,Spray,Antibacterial,Multi-Surface Spray,B08BK58THW
Cleaning & Household Supplies,Paper Goods,Towels,Recycled,Paper Towels,B098114JLC
Cleaning & Household Supplies,Trash Bags,Large,Scented,Odor-Control Bags,B0781LSYRY
Beverages (Alcoholic & Non-Alcoholic),Soft Drinks,Soda,Cola,Classic Cola,B0893FBY9C
Beverages (Alcoholic & Non-Alcoholic),Water,Mineral,Spring,Bottled Water,B07SVLB7ZX
Beverages (Alcoholic & Non-Alcoholic),Beer & Wine,Lager,Craft,Craft Beer,B09SDYX29F
Beverages (Alcoholic & Non-Alcoholic),Spirits,Whiskey,Bourbon,Aged Bourbon,B081WZ8S6B
Seasonal & Festival Items,Holiday Décor,Lights,LED,String Lights,B09812HST7
Seasonal & Festival Items,Gifts,Gift Set,Luxury,Premium Gift Box,B09RKF22JD
Seasonal & Festival Items,Seasonal Clothing,Jackets,Winter,Puffer Jacket,B0894YMHNT
Seasonal & Festival Items,Lighting,Lanterns,Solar,Outdoor Lantern,B092927YB8
Apparel & Clothing,Men's,Trousers,Slim Fit,Newline,B08ZHWM7X1
Apparel & Clothing,Women's,Dresses,Summer Wear,Floral Maxi Dress,B09K3TFD3S
Apparel & Clothing,Kids',T-Shirts,Graphic Prints,Cartoon Character Tee,B07BL2QVPK
Apparel & Clothing,Activewear,Leggings,High-Waisted,Yoga Leggings,B09LV1TMSV
Footwear,Casual,Sneakers,Low-Top,Canvas Sneakers,B07K329NJ2
Footwear,Formal,Loafers,Leather,Classic Loafers,B082PY493N
Footwear,Boots,Ankle Boots,Waterproof,Winter Ankle Boots,B08B3YCLP5
Footwear,Sandals,Flip-Flops,Beach,Comfort Flip-Flops,B09SDYW5QQ
Groceries & FMCG,Packaged Food,Pasta,Whole Wheat,Spaghetti,B099NKCVH4
Groceries & FMCG,Beverages,Juice,Orange,Fresh Orange Juice,B07C3D5D8G
Groceries & FMCG,Snacks,Chips,BBQ Flavor,Potato Chips,B08HK57ZZN
Groceries & FMCG,Cleaning Supplies,Detergent,Liquid,Stain Remover,B08MYTSFVT
Electronics,Mobile Phones,Smartphones,5G,Flagship Phone,B08XWH2WNK
Electronics,Laptops,Ultrabooks,Thin & Light,Premium Ultrabook,B08ZJ2DBVJ
Electronics,TVs,LED,4K,Smart TV,B08YYSV9KT
Electronics,Smart Devices,Smartwatches,Fitness,Fitness Tracker,B099S8WTQT
Home Appliances,Washing Machines,Front Load,Energy Star,Efficient Washer,B09811KJQ5
Home Appliances,Refrigerators,French Door,Frost-Free,Large Fridge,B08N4H7B3Y
Home Appliances,Microwaves,Countertop,Compact,Quick Heat Microwave,B09K3Y8MSH
Home Appliances,Air Conditioners,Split,Inverter,Cooling AC,B09Y268W2D
Furniture & Home Décor,Sofas,Sectional,Fabric,Modular Sofa,B09K3L39NB
Furniture & Home Décor,Beds,King Size,Wooden,Platform Bed,B082Z3KF7J
Furniture & Home Décor,Tables,Coffee Table,Glass Top,Modern Table,B08XQBNHQM
Furniture & Home Décor,Wall Art,Canvas Print,Abstract,Abstract Painting,B09M6TWZ95
Personal Care & Beauty,Cosmetics,Lipstick,Matte,Long-Last Lipstick,B09M6VSV7V
Personal Care & Beauty,Skincare,Moisturizer,SPF,Daily Moisturizer,B0926WJQBY
Personal Care & Beauty,Haircare,Shampoo,Volumizing,Volumizing Shampoo,B09PBXNJPC
Personal Care & Beauty,Grooming,Razor,Electric,Electric Razor,B08N4DLKN6
Health & Wellness,Vitamins,Multivitamin,Gummy,Adult Gummy Vitamins,B09SDXYXVK
Health & Wellness,Supplements,Protein Powder,Whey,Chocolate Protein,B09QJMCRZQ
Health & Wellness,Fitness Gear,Dumbbells,Adjustable,Home Dumbbells,B0928YLXJ1
Health & Wellness,Medical Devices,Thermometer,Digital,Fast-Read Thermometer,B08TH6RMTM
Toys & Games,Board Games,Strategy,Family,Classic Board Game,B09KXV1WLX
Toys & Games,Educational Toys,STEM,Robotics,Coding Robot,B08XVM3MJS
Toys & Games,Action Figures,Superhero,Collectible,Limited Edition Figure,B0922W935V
Toys & Games,Puzzles,Jigsaw,1000-Piece,Landscape Puzzle,B0983NCWHZ
Books & Stationery,Novels,Fiction,Bestseller,Mystery Novel,B082Z3MDR9
Books & Stationery,Notebooks,Journal,Lined,Leather Journal,B08RDTKKMS
Books & Stationery,Office Supplies,Pens,Gel,Smooth Gel Pen,B0922SCDFN
Books & Stationery,Calendars,Wall,Monthly,Planner Calendar,B07VT5L937
Sports & Outdoor Gear,Gym Equipment,Treadmill,Foldable,Home Treadmill,B08QGMHJFQ
Sports & Outdoor Gear,Bicycles,Mountain,Trail,Off-Road Bike,B0981293MP
Sports & Outdoor Gear,Camping Gear,Tent,4-Person,Family Tent,B07MY33NWD
Sports & Outdoor Gear,Outdoor Games,Badminton,Set,Complete Badminton Set,B07WW7228S
Baby & Kids Products,Diapers,Disposable,Overnight,Ultra Absorbent,B09B2CPQ93
Baby & Kids Products,Baby Food,Organic,Puree,Fruit Puree,B07K34C782
Baby & Kids Products,Strollers,Travel,Lightweight,Compact Stroller,B09LV1KQS1
Baby & Kids Products,Toys,Rattles,Soft,Baby Rattle,B0983DNQ5R
Pet Supplies,Pet Food,Dry,Grain-Free,Healthy Kibble,B07MY1RZL9
Pet Supplies,Grooming Products,Brush,Shedding,Deshedding Brush,B0986XYRG8
Pet Supplies,Toys,Chew,Durable,Rubber Chew Toy,B08TH86DG1
Pet Supplies,Accessories,Collar,LED,Glow Collar,B0983F33FL
Automotive Accessories,Car Care,Wax,Polish,Car Polish Wax,B09KXS56PT
Automotive Accessories,Batteries,Car Battery,Maintenance-Free,Long-Life Battery,B08WJ1LBRJ
Automotive Accessories,Electronics,Dash Cam,HD,Front Dash Cam,B07MXZV197
Automotive Accessories,Lubricants,Engine Oil,Synthetic,High-Performance Oil,B07MY32YRJ
Jewelry & Accessories,Watches,Smartwatch,Sport,Fitness Smartwatch,B09RKCQ6WF
Jewelry & Accessories,Earrings,Stud,Diamond,Diamond Studs,B09TH5QJ45
Jewelry & Accessories,Handbags,Tote,Leather,Designer Tote,B07WZFSDJL
Jewelry & Accessories,Belts,Dress,Genuine Leather,Formal Belt,B07WP5J1L6
Tools & Hardware,Power Tools,Drill,Cordless,Electric Drill,B08N3ZRJFC
Tools & Hardware,Hand Tools,Screwdriver,Set,Multi-bit Set,B08B3XRFYH
Tools & Hardware,Gardening Tools,Pruner,Bypass,Garden Pruner,B0986HRS58
Tools & Hardware,Hardware Sets,Toolbox,Complete,50-Piece Set,B01N184GHA
Kitchenware & Dining,Cookware,Non-Stick Pan,Skillet,Ceramic Skillet,B09KXVDLNN
Kitchenware & Dining,Utensils,Spatula,Silicone,Heat-Resistant Spatula,B09M6WZX2J
Kitchenware & Dining,Storage,Containers,Airtight,Food Storage Set,B082W7V22Z
Kitchenware & Dining,Dining Sets,Dinnerware,Porcelain,12-Piece Set,B08W1VTYWD
Cleaning & Household Supplies,Detergents,Laundry,Eco-Friendly,Green Detergent,B07WT53CQZ
Cleaning & Household Supplies,Disinfectants,Spray,Antibacterial,Multi-Surface Spray,B078Q3WGS3
Cleaning & Household Supplies,Paper Goods,Towels,Recycled,Paper Towels,B082PTSC1G
Cleaning & Household Supplies,Trash Bags,Large,Scented,Odor-Control Bags,B099NL77RN
Beverages (Alcoholic & Non-Alcoholic),Soft Drinks,Soda,Cola,Classic Cola,B08TZYKRF2
Beverages (Alcoholic & Non-Alcoholic),Water,Mineral,Spring,Bottled Water,B07HWMZ61T
Beverages (Alcoholic & Non-Alcoholic),Beer & Wine,Lager,Craft,Craft Beer,B09811JTTJ
Beverages (Alcoholic & Non-Alcoholic),Spirits,Whiskey,Bourbon,Aged Bourbon,B07H7F83PJ
Seasonal & Festival Items,Holiday Décor,Lights,LED,String Lights,B07G2BNYNV
Seasonal & Festival Items,Gifts,Gift Set,Luxury,Premium Gift Box,B09K3L1KML
Seasonal & Festival Items,Seasonal Clothing,Jackets,Winter,Puffer Jacket,B099NQC92Z
Seasonal & Festival Items,Lighting,Lanterns,Solar,Outdoor Lantern,B08VW31TLG
Apparel & Clothing,Men's,Trousers,Slim Fit,Newline,B0894XSQ2J
Apparel & Clothing,Women's,Dresses,Summer Wear,Floral Maxi Dress,B07FTHS39L
Apparel & Clothing,Kids',T-Shirts,Graphic Prints,Cartoon Character Tee,B09293NW9F
Apparel & Clothing,Activewear,Leggings,High-Waisted,Yoga Leggings,B08TH21TCJ
Footwear,Casual,Sneakers,Low-Top,Canvas Sneakers,B09QJ49VD8
Footwear,Formal,Loafers,Leather,Classic Loafers,B01MSEK1O5
Footwear,Boots,Ankle Boots,Waterproof,Winter Ankle Boots,B0986RQ76F
Footwear,Sandals,Flip-Flops,Beach,Comfort Flip-Flops,B083ZTP2DP
Groceries & FMCG,Packaged Food,Pasta,Whole Wheat,Spaghetti,B09NDK3G4X
Groceries & FMCG,Beverages,Juice,Orange,Fresh Orange Juice,B099NRXFFX
Groceries & FMCG,Snacks,Chips,BBQ Flavor,Potato Chips,B09M6TMT4Z
Groceries & FMCG,Cleaning Supplies,Detergent,Liquid,Stain Remover,B092D2B8N4
Electronics,Mobile Phones,Smartphones,5G,Flagship Phone,B08YZ48C1K
Electronics,Laptops,Ultrabooks,Thin & Light,Premium Ultrabook,B01M0XUV1S
Electronics,TVs,LED,4K,Smart TV,B09QJ4C84B
Electronics,Smart Devices,Smartwatches,Fitness,Fitness Tracker,B08ZJ238H1
Home Appliances,Washing Machines,Front Load,Energy Star,Efficient Washer,B09QJ4R5KR
Home Appliances,Refrigerators,French Door,Frost-Free,Large Fridge,B092D2KTHR
Home Appliances,Microwaves,Countertop,Compact,Quick Heat Microwave,B09LV12X37
Home Appliances,Air Conditioners,Split,Inverter,Cooling AC,B07K3YMN5Q
Furniture & Home Décor,Sofas,Sectional,Fabric,Modular Sofa,B08TH9B983
Furniture & Home Décor,Beds,King Size,Wooden,Platform Bed,B08V1NKXRS
Furniture & Home Décor,Tables,Coffee Table,Glass Top,Modern Table,B09HMZ3CFG
Furniture & Home Décor,Wall Art,Canvas Print,Abstract,Abstract Painting,B089FZ6SFC
Personal Care & Beauty,Cosmetics,Lipstick,Matte,Long-Last Lipstick,B09M75V2DD
Personal Care & Beauty,Skincare,Moisturizer,SPF,Daily Moisturizer,B092D2XF1X
Personal Care & Beauty,Haircare,Shampoo,Volumizing,Volumizing Shampoo,B07H6MB6ZB
Personal Care & Beauty,Grooming,Razor,Electric,Electric Razor,B0831755RK
Health & Wellness,Vitamins,Multivitamin,Gummy,Adult Gummy Vitamins,B08RYN2W4K
Health & Wellness,Supplements,Protein Powder,Whey,Chocolate Protein,B099NJDY5F
Health & Wellness,Fitness Gear,Dumbbells,Adjustable,Home Dumbbells,B0983S5QY3
Health & Wellness,Medical Devices,Thermometer,Digital,Fast-Read Thermometer,B08KRGFGC5
Toys & Games,Board Games,Strategy,Family,Classic Board Game,B09HMV69VV
Toys & Games,Educational Toys,STEM,Robotics,Coding Robot,B08N4RVGKZ
Toys & Games,Action Figures,Superhero,Collectible,Limited Edition Figure,B09K3YRV3M
Toys & Games,Puzzles,Jigsaw,1000-Piece,Landscape Puzzle,B07FV76W43
Books & Stationery,Novels,Fiction,Bestseller,Mystery Novel,B07GZK7PGP
Books & Stationery,Notebooks,Journal,Lined,Leather Journal,B01M0LXTZE
Books & Stationery,Office Supplies,Pens,Gel,Smooth Gel Pen,B08WHM4H72
Books & Stationery,Calendars,Wall,Monthly,Planner Calendar,B082Z48ST3
Sports & Outdoor Gear,Gym Equipment,Treadmill,Foldable,Home Treadmill,B09K3TCHBH
Sports & Outdoor Gear,Bicycles,Mountain,Trail,Off-Road Bike,B09K3Z6TT3
Sports & Outdoor Gear,Camping Gear,Tent,4-Person,Family Tent,B08B4JL6ZR
Sports & Outdoor Gear,Outdoor Games,Badminton,Set,Complete Badminton Set,B09LV2KH5Z
Baby & Kids Products,Diapers,Disposable,Overnight,Ultra Absorbent,B08ZHCRTVS
Baby & Kids Products,Baby Food,Organic,Puree,Fruit Puree,B07H7D5STQ
Baby & Kids Products,Strollers,Travel,Lightweight,Compact Stroller,B07FY1DW7V
Baby & Kids Products,Toys,Rattles,Soft,Baby Rattle,B07PBD7CN1
Pet Supplies,Pet Food,Dry,Grain-Free,Healthy Kibble,B08YNH5YL6
Pet Supplies,Grooming Products,Brush,Shedding,Deshedding Brush,B09B2GHWP2
Pet Supplies,Toys,Chew,Durable,Rubber Chew Toy,B07Q2M4W2P
Pet Supplies,Accessories,Collar,LED,Glow Collar,B09K3RBQDH
Automotive Accessories,Car Care,Wax,Polish,Car Polish Wax,B09RKFCS6D
Automotive Accessories,Batteries,Car Battery,Maintenance-Free,Long-Life Battery,B09433WP4R
Automotive Accessories,Electronics,Dash Cam,HD,Front Dash Cam,B091Q9HG65
Automotive Accessories,Lubricants,Engine Oil,Synthetic,High-Performance Oil,B08N44TGZ1
Jewelry & Accessories,Watches,Smartwatch,Sport,Fitness Smartwatch,B07SHC29LN
Jewelry & Accessories,Earrings,Stud,Diamond,Diamond Studs,B08MYR146S
Jewelry & Accessories,Handbags,Tote,Leather,Designer Tote,B07WP5HXW3
Jewelry & Accessories,Belts,Dress,Genuine Leather,Formal Belt,B08MXCJDTN
Tools & Hardware,Power Tools,Drill,Cordless,Electric Drill,B07P649QCD
Tools & Hardware,Hand Tools,Screwdriver,Set,Multi-bit Set,B08TZQ7WW7
Tools & Hardware,Gardening Tools,Pruner,Bypass,Garden Pruner,B099S66DC2
Tools & Hardware,Hardware Sets,Toolbox,Complete,50-Piece Set,B0943J8RHK
Kitchenware & Dining,Cookware,Non-Stick Pan,Skillet,Ceramic Skillet,B09K3YC632
Kitchenware & Dining,Utensils,Spatula,Silicone,Heat-Resistant Spatula,B09KXTQJW3
Kitchenware & Dining,Storage,Containers,Airtight,Food Storage Set,B091SX2LL5
Kitchenware & Dining,Dining Sets,Dinnerware,Porcelain,12-Piece Set,B08TGZK6TW
Cleaning & Household Supplies,Detergents,Laundry,Eco-Friendly,Green Detergent,B0983FNQD1
Cleaning & Household Supplies,Disinfectants,Spray,Antibacterial,Multi-Surface Spray,B0893DN5BW
Cleaning & Household Supplies,Paper Goods,Towels,Recycled,Paper Towels,B09RKBWN5F
Cleaning & Household Supplies,Trash Bags,Large,Scented,Odor-Control Bags,B07V7CM4MS
Beverages (Alcoholic & Non-Alcoholic),Soft Drinks,Soda,Cola,Classic Cola,B09RKFBZZD
Beverages (Alcoholic & Non-Alcoholic),Water,Mineral,Spring,Bottled Water,B07X3ML5BM
Beverages (Alcoholic & Non-Alcoholic),Beer & Wine,Lager,Craft,Craft Beer,B0983DPFFZ
Beverages (Alcoholic & Non-Alcoholic),Spirits,Whiskey,Bourbon,Aged Bourbon,B0983F931X
Seasonal & Festival Items,Holiday Décor,Lights,LED,String Lights,B09TZWBRY9
Seasonal & Festival Items,Gifts,Gift Set,Luxury,Premium Gift Box,B08W9JQTN1
Seasonal & Festival Items,Seasonal Clothing,Jackets,Winter,Puffer Jacket,B093ZS7X8N
Seasonal & Festival Items,Lighting,Lanterns,Solar,Outdoor Lantern,B08N4PV4P8
Apparel & Clothing,Men's,Trousers,Slim Fit,Newline,B093ZRGJHX
Apparel & Clothing,Women's,Dresses,Summer Wear,Floral Maxi Dress,B07WP5GQKV
Apparel & Clothing,Kids',T-Shirts,Graphic Prints,Cartoon Character Tee,B08HK543L3
Apparel & Clothing,Activewear,Leggings,High-Waisted,Yoga Leggings,B09M73GPH4
Footwear,Casual,Sneakers,Low-Top,Canvas Sneakers,B08QGMNHMW
Footwear,Formal,Loafers,Leather,Classic Loafers,B08N43KQMJ
Footwear,Boots,Ankle Boots,Waterproof,Winter Ankle Boots,B0893DDJDL
Footwear,Sandals,Flip-Flops,Beach,Comfort Flip-Flops,B08L3SCMTC
Groceries & FMCG,Packaged Food,Pasta,Whole Wheat,Spaghetti,B08B3ZDZDR
Groceries & FMCG,Beverages,Juice,Orange,Fresh Orange Juice,B08TH4GTW9
Groceries & FMCG,Snacks,Chips,BBQ Flavor,Potato Chips,B09K3Z2HX3
Groceries & FMCG,Cleaning Supplies,Detergent,Liquid,Stain Remover,B082W7MNBH
Electronics,Mobile Phones,Smartphones,5G,Flagship Phone,B07RRVXPMR
Electronics,Laptops,Ultrabooks,Thin & Light,Premium Ultrabook,B09M721D3X
Electronics,TVs,LED,4K,Smart TV,B06Y59MV5R
Electronics,Smart Devices,Smartwatches,Fitness,Fitness Tracker,B09TY377FQ
Home Appliances,Washing Machines,Front Load,Energy Star,Efficient Washer,B09VC6XVW6
Home Appliances,Refrigerators,French Door,Frost-Free,Large Fridge,B099S8P3Z8
Home Appliances,Microwaves,Countertop,Compact,Quick Heat Microwave,B09KXV8THQ
Home Appliances,Air Conditioners,Split,Inverter,Cooling AC,B09QJ3YHCS
Furniture & Home Décor,Sofas,Sectional,Fabric,Modular Sofa,B09B557TKJ
Furniture & Home Décor,Beds,King Size,Wooden,Platform Bed,B08424GCQ7
Furniture & Home Décor,Tables,Coffee Table,Glass Top,Modern Table,B07P7VDDF2
Furniture & Home Décor,Wall Art,Canvas Print,Abstract,Abstract Painting,B09HMXSDF8
Personal Care & Beauty,Cosmetics,Lipstick,Matte,Long-Last Lipstick,B08MYSYBLM
Personal Care & Beauty,Skincare,Moisturizer,SPF,Daily Moisturizer,B09SDX2WZJ
Personal Care & Beauty,Haircare,Shampoo,Volumizing,Volumizing Shampoo,B07T3ZR9M6
Personal Care & Beauty,Grooming,Razor,Electric,Electric Razor,B08W1Y3CBS
Health & Wellness,Vitamins,Multivitamin,Gummy,Adult Gummy Vitamins,B08B3YNXWN
Health & Wellness,Supplements,Protein Powder,Whey,Chocolate Protein,B09RKBSHYW
Health & Wellness,Fitness Gear,Dumbbells,Adjustable,Home Dumbbells,B09RKD862Q
Health & Wellness,Medical Devices,Thermometer,Digital,Fast-Read Thermometer,B08L937VVM
Toys & Games,Board Games,Strategy,Family,Classic Board Game,B07R524CKL
Toys & Games,Educational Toys,STEM,Robotics,Coding Robot,B08BFT1B4X
Toys & Games,Action Figures,Superhero,Collectible,Limited Edition Figure,B09TH7HWBM
Toys & Games,Puzzles,Jigsaw,1000-Piece,Landscape Puzzle,B082Z4B741
Books & Stationery,Novels,Fiction,Bestseller,Mystery Novel,B091Z6XY56
Books & Stationery,Notebooks,Journal,Lined,Leather Journal,B08L92YWPH
Books & Stationery,Office Supplies,Pens,Gel,Smooth Gel Pen,B08QHNVKQ6
Books & Stationery,Calendars,Wall,Monthly,Planner Calendar,B099NP16F4
Sports & Outdoor Gear,Gym Equipment,Treadmill,Foldable,Home Treadmill,B082W88C84
Sports & Outdoor Gear,Bicycles,Mountain,Trail,Off-Road Bike,B08394ND62
Sports & Outdoor Gear,Camping Gear,Tent,4-Person,Family Tent,B09432TL5X
Sports & Outdoor Gear,Outdoor Games,Badminton,Set,Complete Badminton Set,B076HLML9R
Baby & Kids Products,Diapers,Disposable,Overnight,Ultra Absorbent,B08L934PZ7
Baby & Kids Products,Baby Food,Organic,Puree,Fruit Puree,B07SN1FX7M
Baby & Kids Products,Strollers,Travel,Lightweight,Compact Stroller,B09M6S8JY2
Baby & Kids Products,Toys,Rattles,Soft,Baby Rattle,B08XNHS8X7
Pet Supplies,Pet Food,Dry,Grain-Free,Healthy Kibble,B08B3Y2TWH
Pet Supplies,Grooming Products,Brush,Shedding,Deshedding Brush,B09811991Q
Pet Supplies,Toys,Chew,Durable,Rubber Chew Toy,B081WT5H76
Pet Supplies,Accessories,Collar,LED,Glow Collar,B0894XK9TT
Automotive Accessories,Car Care,Wax,Polish,Car Polish Wax,B08W9TB5J2
Automotive Accessories,Batteries,Car Battery,Maintenance-Free,Long-Life Battery,B09KXTLMBS
Automotive Accessories,Electronics,Dash Cam,HD,Front Dash Cam,B07JBQD2BK
Automotive Accessories,Lubricants,Engine Oil,Synthetic,High-Performance Oil,B082W8F36K
Jewelry & Accessories,Watches,Smartwatch,Sport,Fitness Smartwatch,B079WYGYC6
Jewelry & Accessories,Earrings,Stud,Diamond,Diamond Studs,B0822SM4X2
Jewelry & Accessories,Handbags,Tote,Leather,Designer Tote,B0894XNFM5
Jewelry & Accessories,Belts,Dress,Genuine Leather,Formal Belt,B08VWKY8LL
Tools & Hardware,Power Tools,Drill,Cordless,Electric Drill,B092D263PK
Tools & Hardware,Hand Tools,Screwdriver,Set,Multi-bit Set,B09831TWB5
Tools & Hardware,Gardening Tools,Pruner,Bypass,Garden Pruner,B08TGX4J2J
Tools & Hardware,Hardware Sets,Toolbox,Complete,50-Piece Set,B07MY3SSQD
Kitchenware & Dining,Cookware,Non-Stick Pan,Skillet,Ceramic Skillet,B091SZ58P5
Kitchenware & Dining,Utensils,Spatula,Silicone,Heat-Resistant Spatula,B09KXRQ1Y4
Kitchenware & Dining,Storage,Containers,Airtight,Food Storage Set,B09SDZ9BRQ
Kitchenware & Dining,Dining Sets,Dinnerware,Porcelain,12-Piece Set,B07BL2NS84
Cleaning & Household Supplies,Detergents,Laundry,Eco-Friendly,Green Detergent,B09B2DHVDR
Cleaning & Household Supplies,Disinfectants,Spray,Antibacterial,Multi-Surface Spray,B09G6K2HFG
Cleaning & Household Supplies,Paper Goods,Towels,Recycled,Paper Towels,B08WJ68DFN
Cleaning & Household Supplies,Trash Bags,Large,Scented,Odor-Control Bags,B09TZT28S2
Beverages (Alcoholic & Non-Alcoholic),Soft Drinks,Soda,Cola,Classic Cola,B09QJ38J59
Beverages (Alcoholic & Non-Alcoholic),Water,Mineral,Spring,Bottled Water,B092D2ZZ78
Beverages (Alcoholic & Non-Alcoholic),Beer & Wine,Lager,Craft,Craft Beer,B099S8Z87X
Beverages (Alcoholic & Non-Alcoholic),Spirits,Whiskey,Bourbon,Aged Bourbon,B09RKD8NGR
Seasonal & Festival Items,Holiday Décor,Lights,LED,String Lights,B0894Y659D
Seasonal & Festival Items,Gifts,Gift Set,Luxury,Premium Gift Box,B083SMYXS1
Seasonal & Festival Items,Seasonal Clothing,Jackets,Winter,Puffer Jacket,B07VT2MLST
Seasonal & Festival Items,Lighting,Lanterns,Solar,Outdoor Lantern,B08HK49HV9
Apparel & Clothing,Men's,Trousers,Slim Fit,Newline,B08RJMV1Q5
Apparel & Clothing,Women's,Dresses,Summer Wear,Floral Maxi Dress,B09SDXPB9D
Apparel & Clothing,Kids',T-Shirts,Graphic Prints,Cartoon Character Tee,B08394N9V1
Apparel & Clothing,Activewear,Leggings,High-Waisted,Yoga Leggings,B09TH6ZKSH
Footwear,Casual,Sneakers,Low-Top,Canvas Sneakers,B08YNKWYXV
Footwear,Formal,Loafers,Leather,Classic Loafers,B07T3ZRZ1D
Footwear,Boots,Ankle Boots,Waterproof,Winter Ankle Boots,B08KRZK1NB
Footwear,Sandals,Flip-Flops,Beach,Comfort Flip-Flops,B09KXSX7P9
Groceries & FMCG,Packaged Food,Pasta,Whole Wheat,Spaghetti,B0781HMXQY
Groceries & FMCG,Beverages,Juice,Orange,Fresh Orange Juice,B08QGKX3L3
Groceries & FMCG,Snacks,Chips,BBQ Flavor,Potato Chips,B09K3VZGZM
Groceries & FMCG,Cleaning Supplies,Detergent,Liquid,Stain Remover,B082W7JNJN
